Name,Title,Name
Manuel,The Best of Ed Motta,Latin
Entre E Ouça,The Best of Ed Motta,Latin
Um Contrato Com Deus,The Best of Ed Motta,Latin
Um Jantar Pra Dois,The Best of Ed Motta,Latin
Vamos Dançar,The Best of Ed Motta,Latin
Um Love,The Best of Ed Motta,Latin
Seis Da Tarde,The Best of Ed Motta,Latin
Baixo Rio,The Best of Ed Motta,Latin
Sombras Do Meu Destino,The Best of Ed Motta,Latin
Do You Have Other Loves?,The Best of Ed Motta,Latin
Agora Que O Dia Acordou,The Best of Ed Motta,Latin
Já!!!,The Best of Ed Motta,Latin
A Rua,The Best of Ed Motta,Latin
Now's The Time,The Essential Miles Davis [Disc 1],Jazz
Jeru,The Essential Miles Davis [Disc 1],Jazz
Compulsion,The Essential Miles Davis [Disc 1],Jazz
Tempus Fugit,The Essential Miles Davis [Disc 1],Jazz
Walkin',The Essential Miles Davis [Disc 1],Jazz
'Round Midnight,The Essential Miles Davis [Disc 1],Jazz
Bye Bye Blackbird,The Essential Miles Davis [Disc 1],Jazz
New Rhumba,The Essential Miles Davis [Disc 1],Jazz
Generique,The Essential Miles Davis [Disc 1],Jazz
Summertime,The Essential Miles Davis [Disc 1],Jazz
So What,The Essential Miles Davis [Disc 1],Jazz
The Pan Piper,The Essential Miles Davis [Disc 1],Jazz
Someday My Prince Will Come,The Essential Miles Davis [Disc 1],Jazz
My Funny Valentine (Live),The Essential Miles Davis [Disc 2],Jazz
E.S.P.,The Essential Miles Davis [Disc 2],Jazz
Nefertiti,The Essential Miles Davis [Disc 2],Jazz
Petits Machins (Little Stuff),The Essential Miles Davis [Disc 2],Jazz
Miles Runs The Voodoo Down,The Essential Miles Davis [Disc 2],Jazz
Little Church (Live),The Essential Miles Davis [Disc 2],Jazz
Black Satin,The Essential Miles Davis [Disc 2],Jazz
Jean Pierre (Live),The Essential Miles Davis [Disc 2],Jazz
Time After Time,The Essential Miles Davis [Disc 2],Jazz
Portia,The Essential Miles Davis [Disc 2],Jazz
Space Truckin',The Final Concerts (Disc 2),Rock
Going Down Highway Star,The Final Concerts (Disc 2),Rock
Mistreated (Alternate Version),The Final Concerts (Disc 2),Rock
You Fool No One (Alternate Version),The Final Concerts (Disc 2),Rock
Jeepers Creepers,Up An' Atom,Jazz
Blue Rythm Fantasy,Up An' Atom,Jazz
Drum Boogie,Up An' Atom,Jazz
Let Me Off Uptown,Up An' Atom,Jazz
Leave Us Leap,Up An' Atom,Jazz
Opus No.1,Up An' Atom,Jazz
Boogie Blues,Up An' Atom,Jazz
How High The Moon,Up An' Atom,Jazz
Disc Jockey Jump,Up An' Atom,Jazz
Up An' Atom,Up An' Atom,Jazz
Bop Boogie,Up An' Atom,Jazz
Lemon Drop,Up An' Atom,Jazz
Coronation Drop,Up An' Atom,Jazz
Overtime,Up An' Atom,Jazz
Imagination,Up An' Atom,Jazz
Don't Take Your Love From Me,Up An' Atom,Jazz
Midget,Up An' Atom,Jazz
I'm Coming Virginia,Up An' Atom,Jazz
Payin' Them Dues Blues,Up An' Atom,Jazz
Jungle Drums,Up An' Atom,Jazz
Showcase,Up An' Atom,Jazz
Swedish Schnapps,Up An' Atom,Jazz
Samba Da Bênção,Vinícius De Moraes - Sem Limite,Bossa Nova
Pot-Pourri N.º 4,Vinícius De Moraes - Sem Limite,Bossa Nova
Onde Anda Você,Vinícius De Moraes - Sem Limite,Bossa Nova
Samba Da Volta,Vinícius De Moraes - Sem Limite,Bossa Nova
Canto De Ossanha,Vinícius De Moraes - Sem Limite,Bossa Nova
Pot-Pourri N.º 5,Vinícius De Moraes - Sem Limite,Bossa Nova
Formosa,Vinícius De Moraes - Sem Limite,Bossa Nova
Como É Duro Trabalhar,Vinícius De Moraes - Sem Limite,Bossa Nova
Minha Namorada,Vinícius De Moraes - Sem Limite,Bossa Nova
Por Que Será,Vinícius De Moraes - Sem Limite,Bossa Nova
Berimbau,Vinícius De Moraes - Sem Limite,Bossa Nova
Deixa,Vinícius De Moraes - Sem Limite,Bossa Nova
Pot-Pourri N.º 2,Vinícius De Moraes - Sem Limite,Bossa Nova
Samba Em Prelúdio,Vinícius De Moraes - Sem Limite,Bossa Nova
Carta Ao Tom 74,Vinícius De Moraes - Sem Limite,Bossa Nova
Linha de Passe (João Bosco),Vozes do MPB,Latin
Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),Vozes do MPB,Latin
Chão de Giz (Elba Ramalho),Vozes do MPB,Latin
Marina (Dorival Caymmi),Vozes do MPB,Latin
Aquarela (Toquinho),Vozes do MPB,Latin
Coração do Agreste (Fafá de Belém),Vozes do MPB,Latin
Dona (Roupa Nova),Vozes do MPB,Latin
Começaria Tudo Outra Vez (Maria Creuza),Vozes do MPB,Latin
Caçador de Mim (Sá & Guarabyra),Vozes do MPB,Latin
Romaria (Renato Teixeira),Vozes do MPB,Latin
As Rosas Não Falam (Beth Carvalho),Vozes do MPB,Latin
Wave (Os Cariocas),Vozes do MPB,Latin
Garota de Ipanema (Dick Farney),Vozes do MPB,Latin
Preciso Apender a Viver Só (Maysa),Vozes do MPB,Latin
Gatas Extraordinárias,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Brasil,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Eu Sou Neguinha (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Geração Coca-Cola (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Lanterna Dos Afogados,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Coroné Antonio Bento,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Meu Mundo Fica Completo (Com Você),Cássia Eller - Coleção Sem Limite [Disc 2],Latin
1° De Julho,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Música Urbana 2,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Vida Bandida (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Palavras Ao Vento,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Não Sei O Que Eu Quero Da Vida,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Woman Is The Nigger Of The World (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Juventude Transviada (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2],Latin
Malandragem,Cássia Eller - Sem Limite [Disc 1],Latin
O Segundo Sol,Cássia Eller - Sem Limite [Disc 1],Latin
Smells Like Teen Spirit (Ao Vivo),Cássia Eller - Sem Limite [Disc 1],Latin
E.C.T.,Cássia Eller - Sem Limite [Disc 1],Latin
Todo Amor Que Houver Nesta Vida,Cássia Eller - Sem Limite [Disc 1],Latin
Metrô. Linha 743,Cássia Eller - Sem Limite [Disc 1],Latin
Nós (Ao Vivo),Cássia Eller - Sem Limite [Disc 1],Latin
Na Cadência Do Samba,Cássia Eller - Sem Limite [Disc 1],Latin
Admirável Gado Novo,Cássia Eller - Sem Limite [Disc 1],Latin
Eleanor Rigby,Cássia Eller - Sem Limite [Disc 1],Latin
Socorro,Cássia Eller - Sem Limite [Disc 1],Latin
Blues Da Piedade,Cássia Eller - Sem Limite [Disc 1],Latin
Rubens,Cássia Eller - Sem Limite [Disc 1],Latin
Não Deixe O Samba Morrer - Cassia Eller e Alcione,Cássia Eller - Sem Limite [Disc 1],Latin
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),Cássia Eller - Sem Limite [Disc 1],Latin
Comin' Home,Come Taste The Band,Rock
Lady Luck,Come Taste The Band,Rock
Gettin' Tighter,Come Taste The Band,Rock
Dealer,Come Taste The Band,Rock
I Need Love,Come Taste The Band,Rock
Drifter,Come Taste The Band,Rock
Love Child,Come Taste The Band,Rock
This Time Around Owed to 'G' [Instrumental],Come Taste The Band,Rock
You Keep On Moving,Come Taste The Band,Rock
Speed King,Deep Purple In Rock,Rock
Bloodsucker,Deep Purple In Rock,Rock
Child In Time,Deep Purple In Rock,Rock
Flight Of The Rat,Deep Purple In Rock,Rock
Into The Fire,Deep Purple In Rock,Rock
Living Wreck,Deep Purple In Rock,Rock
Hard Lovin' Man,Deep Purple In Rock,Rock
Fireball,Fireball,Rock
No No No,Fireball,Rock
Strange Kind Of Woman,Fireball,Rock
Anyone's Daughter,Fireball,Rock
The Mule,Fireball,Rock
Fools,Fireball,Rock
No One Came,Fireball,Rock
Knocking At Your Back Door,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Bad Attitude,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Child In Time (Son Of Aleric - Instrumental),Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Nobody's Home,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Black Night,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Perfect Strangers,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
The Unwritten Law,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Call Of The Wild,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Hush,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Smoke On The Water,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Space Trucking,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
Highway Star,Machine Head,Rock
Maybe I'm A Leo,Machine Head,Rock
Pictures Of Home,Machine Head,Rock
Never Before,Machine Head,Rock
Smoke On The Water,Machine Head,Rock
Lazy,Machine Head,Rock
Space Truckin',Machine Head,Rock
Vavoom : Ted The Mechanic,Purpendicular,Rock
Loosen My Strings,Purpendicular,Rock
Soon Forgotten,Purpendicular,Rock
Sometimes I Feel Like Screaming,Purpendicular,Rock
Cascades : I'm Not Your Lover,Purpendicular,Rock
The Aviator,Purpendicular,Rock
Rosa's Cantina,Purpendicular,Rock
A Castle Full Of Rascals,Purpendicular,Rock
A Touch Away,Purpendicular,Rock
Hey Cisco,Purpendicular,Rock
Somebody Stole My Guitar,Purpendicular,Rock
The Purpendicular Waltz,Purpendicular,Rock
King Of Dreams,Slaves And Masters,Rock
The Cut Runs Deep,Slaves And Masters,Rock
Fire In The Basement,Slaves And Masters,Rock
Truth Hurts,Slaves And Masters,Rock
Breakfast In Bed,Slaves And Masters,Rock
Love Conquers All,Slaves And Masters,Rock
Fortuneteller,Slaves And Masters,Rock
Too Much Is Not Enough,Slaves And Masters,Rock
Wicked Ways,Slaves And Masters,Rock
Stormbringer,Stormbringer,Rock
Love Don't Mean a Thing,Stormbringer,Rock
Holy Man,Stormbringer,Rock
Hold On,Stormbringer,Rock
Lady Double Dealer,Stormbringer,Rock
You Can't Do it Right (With the One You Love),Stormbringer,Rock
High Ball Shooter,Stormbringer,Rock
The Gypsy,Stormbringer,Rock
Soldier Of Fortune,Stormbringer,Rock
The Battle Rages On,The Battle Rages On,Rock
Lick It Up,The Battle Rages On,Rock
Anya,The Battle Rages On,Rock
Talk About Love,The Battle Rages On,Rock
Time To Kill,The Battle Rages On,Rock
Ramshackle Man,The Battle Rages On,Rock
A Twist In The Tail,The Battle Rages On,Rock
Nasty Piece Of Work,The Battle Rages On,Rock
Solitaire,The Battle Rages On,Rock
One Man's Meat,The Battle Rages On,Rock
Pour Some Sugar On Me,Vault: Def Leppard's Greatest Hits,Rock
Photograph,Vault: Def Leppard's Greatest Hits,Rock
Love Bites,Vault: Def Leppard's Greatest Hits,Rock
Let's Get Rocked,Vault: Def Leppard's Greatest Hits,Rock
Two Steps Behind [Acoustic Version],Vault: Def Leppard's Greatest Hits,Rock
Animal,Vault: Def Leppard's Greatest Hits,Rock
Heaven Is,Vault: Def Leppard's Greatest Hits,Rock
Rocket,Vault: Def Leppard's Greatest Hits,Rock
When Love & Hate Collide,Vault: Def Leppard's Greatest Hits,Rock
Action,Vault: Def Leppard's Greatest Hits,Rock
Make Love Like A Man,Vault: Def Leppard's Greatest Hits,Rock
Armageddon It,Vault: Def Leppard's Greatest Hits,Rock
Have You Ever Needed Someone So Bad,Vault: Def Leppard's Greatest Hits,Rock
Rock Of Ages,Vault: Def Leppard's Greatest Hits,Rock
Hysteria,Vault: Def Leppard's Greatest Hits,Rock
Bringin' On The Heartbreak,Vault: Def Leppard's Greatest Hits,Rock
Roll Call,Outbreak,Jazz
Otay,Outbreak,Jazz
Groovus Interruptus,Outbreak,Jazz
Paris On Mine,Outbreak,Jazz
In Time,Outbreak,Jazz
Plan B,Outbreak,Jazz
Outbreak,Outbreak,Jazz
Talkin Loud and Saying Nothin,Outbreak,Jazz
Pétala,Djavan Ao Vivo - Vol. 02,Latin
Meu Bem-Querer,Djavan Ao Vivo - Vol. 02,Latin
Cigano,Djavan Ao Vivo - Vol. 02,Latin
Boa Noite,Djavan Ao Vivo - Vol. 02,Latin
Fato Consumado,Djavan Ao Vivo - Vol. 02,Latin
Faltando Um Pedaço,Djavan Ao Vivo - Vol. 02,Latin
Álibi,Djavan Ao Vivo - Vol. 02,Latin
Esquinas,Djavan Ao Vivo - Vol. 02,Latin
Se...,Djavan Ao Vivo - Vol. 02,Latin
Eu Te Devoro,Djavan Ao Vivo - Vol. 02,Latin
Lilás,Djavan Ao Vivo - Vol. 02,Latin
Acelerou,Djavan Ao Vivo - Vol. 02,Latin
Um Amor Puro,Djavan Ao Vivo - Vol. 02,Latin
Samurai,Djavan Ao Vivo - Vol. 1,Latin
Nem Um Dia,Djavan Ao Vivo - Vol. 1,Latin
Oceano,Djavan Ao Vivo - Vol. 1,Latin
Açai,Djavan Ao Vivo - Vol. 1,Latin
Serrado,Djavan Ao Vivo - Vol. 1,Latin
Flor De Lis,Djavan Ao Vivo - Vol. 1,Latin
Amar É Tudo,Djavan Ao Vivo - Vol. 1,Latin
Azul,Djavan Ao Vivo - Vol. 1,Latin
Seduzir,Djavan Ao Vivo - Vol. 1,Latin
A Carta,Djavan Ao Vivo - Vol. 1,Latin
Sina,Djavan Ao Vivo - Vol. 1,Latin
Acelerou,Djavan Ao Vivo - Vol. 1,Latin
Um Amor Puro,Djavan Ao Vivo - Vol. 1,Latin
O Bêbado e a Equilibrista,Elis Regina-Minha História,Latin
O Mestre-Sala dos Mares,Elis Regina-Minha História,Latin
Atrás da Porta,Elis Regina-Minha História,Latin
Casa no Campo,Elis Regina-Minha História,Latin
Romaria,Elis Regina-Minha História,Latin
Me Deixas Louca,Elis Regina-Minha História,Latin
Fascinação,Elis Regina-Minha História,Latin
Saudosa Maloca,Elis Regina-Minha História,Latin
As Aparências Enganam,Elis Regina-Minha História,Latin
Madalena,Elis Regina-Minha História,Latin
Maria Rosa,Elis Regina-Minha História,Latin
Aprendendo A Jogar,Elis Regina-Minha História,Latin
Layla,The Cream Of Clapton,Blues
Badge,The Cream Of Clapton,Blues
I Feel Free,The Cream Of Clapton,Blues
Sunshine Of Your Love,The Cream Of Clapton,Blues
Crossroads,The Cream Of Clapton,Blues
Strange Brew,The Cream Of Clapton,Blues
White Room,The Cream Of Clapton,Blues
Bell Bottom Blues,The Cream Of Clapton,Blues
Cocaine,The Cream Of Clapton,Blues
I Shot The Sheriff,The Cream Of Clapton,Blues
After Midnight,The Cream Of Clapton,Blues
Swing Low Sweet Chariot,The Cream Of Clapton,Blues
Lay Down Sally,The Cream Of Clapton,Blues
Knockin On Heavens Door,The Cream Of Clapton,Blues
Wonderful Tonight,The Cream Of Clapton,Blues
Let It Grow,The Cream Of Clapton,Blues
Promises,The Cream Of Clapton,Blues
I Can't Stand It,The Cream Of Clapton,Blues
Signe,Unplugged,Blues
Before You Accuse Me,Unplugged,Blues
Hey Hey,Unplugged,Blues
Tears In Heaven,Unplugged,Blues
Lonely Stranger,Unplugged,Blues
Nobody Knows You When You're Down & Out,Unplugged,Blues
Layla,Unplugged,Blues
Running On Faith,Unplugged,Blues
Walkin' Blues,Unplugged,Blues
Alberta,Unplugged,Blues
San Francisco Bay Blues,Unplugged,Blues
Malted Milk,Unplugged,Blues
Old Love,Unplugged,Blues
Rollin' And Tumblin',Unplugged,Blues
Collision,Album Of The Year,Alternative & Punk
Stripsearch,Album Of The Year,Alternative & Punk
Last Cup Of Sorrow,Album Of The Year,Alternative & Punk
Naked In Front Of The Computer,Album Of The Year,Alternative & Punk
Helpless,Album Of The Year,Alternative & Punk
Mouth To Mouth,Album Of The Year,Alternative & Punk
Ashes To Ashes,Album Of The Year,Alternative & Punk
She Loves Me Not,Album Of The Year,Alternative & Punk
Got That Feeling,Album Of The Year,Alternative & Punk
Paths Of Glory,Album Of The Year,Alternative & Punk
Home Sick Home,Album Of The Year,Alternative & Punk
Pristina,Album Of The Year,Alternative & Punk
Land Of Sunshine,Angel Dust,Alternative & Punk
Caffeine,Angel Dust,Alternative & Punk
Midlife Crisis,Angel Dust,Alternative & Punk
RV,Angel Dust,Alternative & Punk
Smaller And Smaller,Angel Dust,Alternative & Punk
Everything's Ruined,Angel Dust,Alternative & Punk
Malpractice,Angel Dust,Alternative & Punk
Kindergarten,Angel Dust,Alternative & Punk
Be Aggressive,Angel Dust,Alternative & Punk
A Small Victory,Angel Dust,Alternative & Punk
Crack Hitler,Angel Dust,Alternative & Punk
Jizzlobber,Angel Dust,Alternative & Punk
Midnight Cowboy,Angel Dust,Alternative & Punk
Easy,Angel Dust,Alternative & Punk
Get Out,King For A Day Fool For A Lifetime,Rock
Ricochet,King For A Day Fool For A Lifetime,Rock
Evidence,King For A Day Fool For A Lifetime,Rock
The Gentle Art Of Making Enemies,King For A Day Fool For A Lifetime,Rock
Star A.D.,King For A Day Fool For A Lifetime,Rock
Cuckoo For Caca,King For A Day Fool For A Lifetime,Rock
Caralho Voador,King For A Day Fool For A Lifetime,Rock
Ugly In The Morning,King For A Day Fool For A Lifetime,Rock
Digging The Grave,King For A Day Fool For A Lifetime,Rock
Take This Bottle,King For A Day Fool For A Lifetime,Rock
King For A Day,King For A Day Fool For A Lifetime,Rock
What A Day,King For A Day Fool For A Lifetime,Rock
The Last To Know,King For A Day Fool For A Lifetime,Rock
Just A Man,King For A Day Fool For A Lifetime,Rock
Absolute Zero,King For A Day Fool For A Lifetime,Rock
From Out Of Nowhere,The Real Thing,Alternative & Punk
Epic,The Real Thing,Alternative & Punk
Falling To Pieces,The Real Thing,Alternative & Punk
Surprise! You're Dead!,The Real Thing,Alternative & Punk
Zombie Eaters,The Real Thing,Alternative & Punk
The Real Thing,The Real Thing,Alternative & Punk
Underwater Love,The Real Thing,Alternative & Punk
The Morning After,The Real Thing,Alternative & Punk
Woodpecker From Mars,The Real Thing,Alternative & Punk
War Pigs,The Real Thing,Alternative & Punk
Edge Of The World,The Real Thing,Alternative & Punk
Deixa Entrar,Deixa Entrar,Latin
Falamansa Song,Deixa Entrar,Latin
Xote Dos Milagres,Deixa Entrar,Latin
Rindo À Toa,Deixa Entrar,Latin
Confidência,Deixa Entrar,Latin
Forró De Tóquio,Deixa Entrar,Latin
Zeca Violeiro,Deixa Entrar,Latin
Avisa,Deixa Entrar,Latin
Principiando Decolagem,Deixa Entrar,Latin
Asas,Deixa Entrar,Latin
Medo De Escuro,Deixa Entrar,Latin
Oração,Deixa Entrar,Latin
Minha Gata,Deixa Entrar,Latin
Desaforo,Deixa Entrar,Latin
In Your Honor,In Your Honor [Disc 1],Rock
No Way Back,In Your Honor [Disc 1],Rock
Best Of You,In Your Honor [Disc 1],Rock
DOA,In Your Honor [Disc 1],Rock
Hell,In Your Honor [Disc 1],Rock
The Last Song,In Your Honor [Disc 1],Rock
Free Me,In Your Honor [Disc 1],Rock
Resolve,In Your Honor [Disc 1],Rock
The Deepest Blues Are Black,In Your Honor [Disc 1],Rock
End Over End,In Your Honor [Disc 1],Rock
Still,In Your Honor [Disc 2],Rock
What If I Do?,In Your Honor [Disc 2],Rock
Miracle,In Your Honor [Disc 2],Rock
Another Round,In Your Honor [Disc 2],Rock
Friend Of A Friend,In Your Honor [Disc 2],Rock
Over And Out,In Your Honor [Disc 2],Rock
On The Mend,In Your Honor [Disc 2],Rock
Virginia Moon,In Your Honor [Disc 2],Rock
Cold Day In The Sun,In Your Honor [Disc 2],Rock
Razor,In Your Honor [Disc 2],Rock
All My Life,One By One,Alternative & Punk
Low,One By One,Alternative & Punk
Have It All,One By One,Alternative & Punk
Times Like These,One By One,Alternative & Punk
Disenchanted Lullaby,One By One,Alternative & Punk
Tired Of You,One By One,Alternative & Punk
Halo,One By One,Alternative & Punk
Lonely As You,One By One,Alternative & Punk
Overdrive,One By One,Alternative & Punk
Burn Away,One By One,Alternative & Punk
Come Back,One By One,Alternative & Punk
Doll,The Colour And The Shape,Rock
Monkey Wrench,The Colour And The Shape,Rock
My Poor Brain,The Colour And The Shape,Rock
Wind Up,The Colour And The Shape,Rock
Up In Arms,The Colour And The Shape,Rock
My Hero,The Colour And The Shape,Rock
See You,The Colour And The Shape,Rock
Enough Space,The Colour And The Shape,Rock
February Stars,The Colour And The Shape,Rock
Everlong,The Colour And The Shape,Rock
Walking After You,The Colour And The Shape,Rock
New Way Home,The Colour And The Shape,Rock
My Way,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Strangers In The Night,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
I Get A Kick Out Of You,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Something Stupid,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Moon River,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
What Now My Love,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Summer Love,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
For Once In My Life,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Love And Marriage,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
They Can't Take That Away From Me,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
My Kind Of Town,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Fly Me To The Moon,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
I've Got You Under My Skin,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
The Best Is Yet To Come,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
It Was A Very Good Year,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Come Fly With Me,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
That's Life,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
The Girl From Ipanema,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
The Lady Is A Tramp,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Mack The Knife,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Loves Been Good To Me,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
L.A. Is My Lady,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening
Entrando Na Sua (Intro),Roda De Funk,Latin
Nervosa,Roda De Funk,Latin
Funk De Bamba (Com Fernanda Abreu),Roda De Funk,Latin
Call Me At Cleo´s,Roda De Funk,Latin
Olhos Coloridos (Com Sandra De Sá),Roda De Funk,Latin
Zambação,Roda De Funk,Latin
Funk Hum,Roda De Funk,Latin
Forty Days (Com DJ Hum),Roda De Funk,Latin
Balada Da Paula,Roda De Funk,Latin
Dujji,Roda De Funk,Latin
Meu Guarda-Chuva,Roda De Funk,Latin
Motéis,Roda De Funk,Latin
Whistle Stop,Roda De Funk,Latin
16 Toneladas,Roda De Funk,Latin
Divirta-Se (Saindo Da Sua),Roda De Funk,Latin
Forty Days Instrumental,Roda De Funk,Latin
Óia Eu Aqui De Novo,As Canções de Eu Tu Eles,Soundtrack
Baião Da Penha,As Canções de Eu Tu Eles,Soundtrack
Esperando Na Janela,As Canções de Eu Tu Eles,Soundtrack
Juazeiro,As Canções de Eu Tu Eles,Soundtrack
Último Pau-De-Arara,As Canções de Eu Tu Eles,Soundtrack
Asa Branca,As Canções de Eu Tu Eles,Soundtrack
Qui Nem Jiló,As Canções de Eu Tu Eles,Soundtrack
Assum Preto,As Canções de Eu Tu Eles,Soundtrack
Pau-De-Arara,As Canções de Eu Tu Eles,Soundtrack
A Volta Da Asa Branca,As Canções de Eu Tu Eles,Soundtrack
O Amor Daqui De Casa,As Canções de Eu Tu Eles,Soundtrack
As Pegadas Do Amor,As Canções de Eu Tu Eles,Soundtrack
Lamento Sertanejo,As Canções de Eu Tu Eles,Soundtrack
Casinha Feliz,As Canções de Eu Tu Eles,Soundtrack
Introdução (Live),Quanta Gente Veio Ver (Live),Latin
Palco (Live),Quanta Gente Veio Ver (Live),Latin
Is This Love (Live),Quanta Gente Veio Ver (Live),Latin
Stir It Up (Live),Quanta Gente Veio Ver (Live),Latin
Refavela (Live),Quanta Gente Veio Ver (Live),Latin
Vendedor De Caranguejo (Live),Quanta Gente Veio Ver (Live),Latin
Quanta (Live),Quanta Gente Veio Ver (Live),Latin
Estrela (Live),Quanta Gente Veio Ver (Live),Latin
Pela Internet (Live),Quanta Gente Veio Ver (Live),Latin
Cérebro Eletrônico (Live),Quanta Gente Veio Ver (Live),Latin
Opachorô (Live),Quanta Gente Veio Ver (Live),Latin
Copacabana (Live),Quanta Gente Veio Ver (Live),Latin
A Novidade (Live),Quanta Gente Veio Ver (Live),Latin
Ghandi (Live),Quanta Gente Veio Ver (Live),Latin
De Ouro E Marfim (Live),Quanta Gente Veio Ver (Live),Latin
Doce De Carnaval (Candy All),Quanta Gente Veio ver--Bônus De Carnaval,Jazz
Lamento De Carnaval,Quanta Gente Veio ver--Bônus De Carnaval,Jazz
Pretinha,Quanta Gente Veio ver--Bônus De Carnaval,Jazz
A Novidade,Unplugged,Latin
Tenho Sede,Unplugged,Latin
Refazenda,Unplugged,Latin
Realce,Unplugged,Latin
Esotérico,Unplugged,Latin
Drão,Unplugged,Latin
A Paz,Unplugged,Latin
Beira Mar,Unplugged,Latin
Sampa,Unplugged,Latin
Parabolicamará,Unplugged,Latin
Tempo Rei,Unplugged,Latin
Expresso 2222,Unplugged,Latin
Aquele Abraço,Unplugged,Latin
Palco,Unplugged,Latin
Toda Menina Baiana,Unplugged,Latin
Sítio Do Pica-Pau Amarelo,Unplugged,Latin
Straight Out Of Line,Faceless,Metal
Faceless,Faceless,Metal
Changes,Faceless,Metal
Make Me Believe,Faceless,Metal
I Stand Alone,Faceless,Metal
Re-Align,Faceless,Metal
I Fucking Hate You,Faceless,Metal
Releasing The Demons,Faceless,Metal
Dead And Broken,Faceless,Metal
I Am,Faceless,Metal
The Awakening,Faceless,Metal
Serenity,Faceless,Metal
American Idiot,American Idiot,Alternative & Punk
Holiday,American Idiot,Alternative & Punk
Boulevard Of Broken Dreams,American Idiot,Alternative & Punk
Are We The Waiting,American Idiot,Alternative & Punk
St. Jimmy,American Idiot,Alternative & Punk
Give Me Novacaine,American Idiot,Alternative & Punk
She's A Rebel,American Idiot,Alternative & Punk
Extraordinary Girl,American Idiot,Alternative & Punk
Letterbomb,American Idiot,Alternative & Punk
Wake Me Up When September Ends,American Idiot,Alternative & Punk
Whatsername,American Idiot,Alternative & Punk
Welcome to the Jungle,Appetite for Destruction,Rock
It's So Easy,Appetite for Destruction,Rock
Nightrain,Appetite for Destruction,Rock
Out Ta Get Me,Appetite for Destruction,Rock
Mr. Brownstone,Appetite for Destruction,Rock
Paradise City,Appetite for Destruction,Rock
My Michelle,Appetite for Destruction,Rock
Think About You,Appetite for Destruction,Rock
Sweet Child O' Mine,Appetite for Destruction,Rock
You're Crazy,Appetite for Destruction,Rock
Anything Goes,Appetite for Destruction,Rock
Rocket Queen,Appetite for Destruction,Rock
Right Next Door to Hell,Use Your Illusion I,Rock
Dust N' Bones,Use Your Illusion I,Rock
Live and Let Die,Use Your Illusion I,Rock
Don't Cry (Original),Use Your Illusion I,Rock
Perfect Crime,Use Your Illusion I,Rock
